"tweet_id","text","retweets","likes"
"208604820939079680","bmw dealer tryin get phone play music thru bluetooth said not feature car #salefail","0","0"
"208610701353291776","bmw sale anyone interested","0","0"
"208614065193496576","seat covers bmw 318 nottingham tuning styling sale","0","0"
"208619945599311872","bmw launch m3 m5 matte colors red blue white no black","0","0"
"208629252764073984","first ever bmw brand store opens paris","0","0"
"208651583259541504","frozen paint e92 bmw m3s #bmw","0","0"
"208657077512581120","day get csl back bmw release performance edition m3 m5 tragic genuinely saddening see","0","1"
"208661821534638080","bumblefoot gn r bmw forza4 car pic #1 hope like see soon germany","0","0"
"208674710647603200","rt platinum bmw gon na get one platinum new red","0","0"
"208674903573012480","liked video bmw e36 330i alpina b3 straight pipes miss shift exhaust","0","0"
"208676669387575298","600 coupons bmw dealership spring valley ny lives near bmw","0","0"
"208693228478795777","bmw broke middle interstate causing huge traffic jam sorry","0","0"
"208703619816632320","saw old school benz bmw logo back silver jaguar hood smh","17","59"
"208708286327959552","brother got bmw","0","1"
"208715219579572224","get job actually keep dad buy brand new bmw convertible someone hire lmao","0","0"
"208742075338989568","free bmw 1m poster h #38 r posted 06 1 2012 21 00 simona filed bmw","0","0"
"208743375594209280","2013 bmw m135i 3 door upcomingvehiclesx added photo pool","0","0"
"208745061696012289","eat pussy like cold pizza #bmw","0","0"
"208745577608003585","opinion new bmw 7 series part 1 design","0","0"
"208750363891867649","game shots latest #nfsw car pics #bmw","15","97"
"208780736512278528","bmw always 5 years ahead mercedes not believe look gt","0","2"
"208785796793241601","swear bmw stays electrical problems smh","0","0"
"208804763410763776","bmw x5 black bmw x5 54 plate face lift model 62 500 miles full service history 3 owners mot 04 2012 6 month","0","0"
"208810220208660480","free black bmw choice curious visit","0","0"
"208810522181771264","kallie got moms bmw las vegas blvd run car scream holla ya gurl girl perfect","1","0"
"208838009183928320","bought bmw via photoshop","0","2"
"208839756510007296","thats problem audi note dont tend stick correct times update cars relative bmw mb","0","0"
"208853020665061376","l9 9bu liverpool won today diamond draw 1 ticket scooped 100 000 player l9 9bt won bmw wow","0","1"
"208853887103406080","ready 2 go wrk 2 long n cars r last nerves bmw getting money","0","0"
"208855053119926272","buddy got one big bmw tourers swears think looks like bug prefer classic styling guess","0","0"
"208856298849181697","21 years old manager bmw suits rolex not p","0","0"
"208857427121143810","#automotive #it new bmw 7 series features customizable instrument display","0","0"
"208862363808575488","pay high price bmw used cars auctioned less money ebay get","0","0"
"208866725867945985","check great low price 89 90 91 92 93 bmw 535i l side view mirror #gogreen #cle","0","0"
"208910577307881473","munich not miss keith sonnier latest exhibition lichtblicke currently bmw museum","0","8"
"208912989062053888","bmw lovers get","0","0"
"208913475597123584","want drive bmw find easy giving away 30 per day","0","0"
"208918368529563649","kid front us dmv got first drivers license nailed bmw next backing left #ifoundbadluckbrian","1","2"
"208920333258997762","saying want bmw sbtb fix weekday p","0","0"
"208921940105248768","2012 concorso eleganza eyes bmw group","0","1"
"208923571274256385","2013 bmw m3 performance luxuries","0","0"
"208925228007571456","1980 bmw r100rs cafe racer via","0","0"
"208933343994191872","ferrari v8s strangely muffled bmw z4s #blancpain","0","0"
"208938398151487488","chris harris drives unusual dream car 1986 bmw m5","0","0"
"208958061044441089","ever hv 2 lease bmw not afford 2 pay registration 2 impress #lachicks please beg tht someone put misery","0","0"
"208962381156597762","make look like part group bmw haha","0","0"
"208983365255307264","watch russian bmw club cruise go wrong video surely","0","0"
"208984246075924480","rt watch russian bmw club cruise go wrong","0","0"
"208992076799557632","2012 leipzig auto show bmw x1 facelift valencia orange 2013 bmw x1 facelift makes appearance","0","1"
"208994740237123585","bmw r850r r850 r motorcycle service manual pdf download repair workshop shop manuals","0","0"
"209004865261801473","time start looking car lil sis wants bmw benz fancy like big sis whoop luv sissy poo","0","0"
"209006249403092992","u know not get better bmw","0","0"
"209013987906555904","rt thing thing end end together beautiful #bmw","0","0"
"209020644250222592","bmw zagato coup video","0","0"
"209026285605883904","finally bmw back road hood flew broke shattered windscreen steered side good laugh","0","0"
"209030203077443584","imma bmw rolling","0","0"
"209032593805545472","bring women #bmw","0","0"
"209051988267245569","age 30 built three floor house 2 vechiles including bmw","0","0"
"209052709712703489","paris missed beat shiny black bmw quarter 8 lol","0","1"
"209065246478962688","always find deals bmw not pass june really hope one works","0","0"
"209085479780487168","uploaded video 2002 bmw 3 series used cars new york city ny","0","0"
"209121097822650368","want learn earn free bmw look site #bmw #fitness #health #bodybyvi","0","0"
"209158750613929984","agree money not buy happiness somehow comfortable sit cry bmw bicycle","81","530"
"209160956314525696","stewart motors presents bmw x6 lci","0","0"
"209162500460122112","bmw developing handwriting recognition gesture controls","63","142"
"209197157339766784","#onsale blue ox bx1308 base plate bmw mini cooper countryman price","0","0"
"209211921277263873","u got bmw 40 year old still live mom house dig hole lay","0","0"
"209251117056536576","driven dads bmw 2 litre 3 series cambridge cos #insured","0","0"
"209257169420431360","bmw bring women #istilahtolo","0","0"
"209270750597746688","bmw 335i f30 performance parts detail 1080p full hd","0","0"
"209293680866107392","not weird shows true fan bmw","0","1"
"209305970155855874","agree money not buy happiness somehow comfortable sit cry bmw bicycle truedat","0","0"
"209319316431192065","good bro bout ko hw rj goes home aiming perfection gpa attendance get bmw program","0","0"
"209334281699467264","drive bmw bike metro walk","0","2"
"209341852447547393","omg squeezed tiiightest parallel park hope bmw behind not take revenge car lol","0","0"
"209349414760873987","forgot tweet day shitty day bike cop pulls bmw suv","0","0"
"209350076760461314","#bmw readies give #audi finger touch gesture recognition controls","0","1"
"209360982655512577","#bmw #pimpmy bmw group sales us 13 8 ytd may sales increase 7 1 bmw group sales bmw mini sa","0","0"
"209373896934305792","bmw 2009 bmw 3 series 2dr car 328i prem pkg 27892 miles low mi columbus 6 #carsatlanta","0","0"
"209388811879325696","mercedes leads bmw u sales year may gain bloomberg via","0","0"
"209389164205051905","try imagine tires traffic waves onto sand headache real bitch assed bmw incessant alarm","0","0"
"209392238592131072","dropped cheese cake ol girl #bmw","0","0"
"209402581754195968","selling visalus team meet greets plus work way getting bmw","0","0"
"209404641153261569","bmw 2001 montero xls 4x4 w 3rd row seating awesome condition ellenwood ga 5500 selling #carsatlanta","0","0"
"209432126439960577","canvas prints bmw030 car photo library 14x11 canvas print white sides bmw030 car bmw z4 roa","0","0"
"209438866694864896","tomorrow morning taking #bmw championship question tweet questions live tweet responses","1","1"
"209444403150983168","felt not whippin bmw 745","0","0"
"209449050444021761","no not buy bmw financial planner handle small stuff #ibotoolbox","0","0"
"209452879877115904","turns see ed rode 3rd day route gabraky 2012 bmw sag vehicle","0","0"
"209454515643092992","sure sure parents owns bentley 2 bmw 7 series haha","0","0"
"209454767305535488","bmw r100 7 4h10 paris via","0","0"
"209493375861268482","found website car parts mad cheap original headlights bmw starting 40","0","0"
"209517098307821568","dorky ex bf playing psp dont worrie bmw big mexican weiner p","1","1"
"209548547757060096","candy store brian jessel bmw pic","0","0"
"209559306062938112","one better pictures saturday #drifting #bdc #bmw","1","1"
"209573436744400896","#abs much offer buy bmw e36 318 motorsport price negotiable bodykit leather seats","0","0"
"209576343388696576","new day time start work teams bmw e30 325i sport yesterday #letsgetgoing","0","0"
"209577270317293569","first drive bmw 640i gran coupe","0","0"
"209613156786511872","autoteile bmw 3 series 1995 2 0l not specified","0","0"
"209622015169150979","bmw car seat neck rest","0","0"
"209623827095883776","2012 bmw activehybrid 7 2012 bmw activehybrid 7 review 2012 bmw activehybrid 7 specs via","0","0"
"209631594951094275","team bmw points view misano munich stephanskirchen 04th june 2012 winner champagne sprayed","1","0"
"209640470094163970","tendril announces partnership bmw companies launch","0","0"
"209640621445615616","bmw employed richard mdluli chief engineer apparently understands suspension better anyone","0","2"
"209644098183897088","mercedes benz kicks assault bmw luxury car sales lead 1 07 bn factory opening hungary vid","0","0"
"209644311061610496","policy world #urban forum reports competitive #innovative #cities mobility","0","1"
"209647285854937088","hi updates new also performance wud great","0","0"
"209660376281907201","started bmw running like shit stress poor m52b28 go not starting replace head gaskey","0","0"
"209666239910526977","debt dumb cash king paid home mortgage taken place bmw status symbol choice","0","0"
"209670136410537984","man candy mondays ben savage cory matthews really went behind scenes bmw ben not","0","0"
"209683759505752065","gon na go m3 coupe first fell lol #firstlove #mpower #bmw","0","1"
"209694161400639488","#bmw #bmwx5 e70 bmw e70 e70n x5 suv egr valve diesel injection tur","0","0"
"209694966690234369","love bmw","0","0"
"209703766365188096","bmw zagato coup","0","0"
"209711056027795456","accord stance terrible actually driving bmw one best driving cars around deserves driven","0","0"
"209713752986230785","went scrap metal bmw","1","1"
"209716198261276675","new bmw 3 series sedan 2012","0","0"
"209725333476343808","tia rt another classy bmw driver gets traffic light urinate next car","0","0"
"209727036338601984","haha mr range rover rt bro thinkn clean bmw","0","0"
"209728099510784001","rt audi bmw scaling back electric car plans report","0","1"
"209736377049427969","new 2006 used bmw x3 awd richmond car truck center","0","0"
"209736607744528384","bmw trademarks m7 m10 names #car","0","0"
"209737874415943681","#bmw #m3 #m5 performance editions revealed #m7 possible","0","0"
"209739019473530880","added video playlist nurburgring bmw e30 325i vs volvo s60 lap1 12 09","0","0"
"209739069805182977","defending bmw championship champion justin rose england hits ap photo darron cummings yahoo","0","0"
"209739870896259073","best place drive bmw i8 concept spyder nurburgring","0","0"
"209751828873756673","#bmw grand gran coupe plans division","0","0"
"209757130490781696","rose eager defend title bmw championship eight previous back back winners won least thr","0","0"
"209764210454966273","pete balasch jr visalus bmw convoy team visited","0","0"
"209764923490832384","latest bms sale used 2011 bmw 3 series sale 26950 chesham hp5 united kingdom new","0","0"
"209785595101319168","forget bmw coupes let us get prom haha","0","1"
"209791737672110082","day big brother rewatching spent garden instead supervising work bmw","0","0"
"209805985722810368","rumor bmw 7 series coming u next year #bmw","0","0"
"209807902507147266","dip stick 2001 bmw 525ci","0","0"
"209813023785889792","nice bmw front window think gon na steal","0","0"
"209824579085008898","hey mommy daddy bought car granted no bmw still","0","0"
"209835102593757184","see u top get bmw uncle aunt almost svp uncle said 7coustumers away","0","1"
"209838340600627200","#favorites bmw service driving excellence #articles #bookmark","0","0"
"209855931520004099","bmw bavarian motor work designed 17 year old no cant buy lol b","0","0"
"209861182780227584","bmw sold","0","0"
"209867193192677376","sale 1992 bmw 325is 5 speed pontiac 3200 listing 1992 bmw 325is 5 speed manual tra #blonoautos","0","0"
"209873010717503488","bmw hit taxi behind heidelberg rd flower market tow trucks already scene","0","0"
"209876479394328577","woody bmw high calibur greatness making squadhousemusic via #soundcloud god bless","0","0"
"209887850148265985","free android application development project also needs good resource posted ellen wills bmw audi","0","0"
"209890807157764097","rock looking work 4 people next 45 days earn 600 bmw payment top","0","0"
"209896968569368576","class receiver hitch curt manufacturing 11175 class receiver bmw 318 ti","0","0"
"209902626677067776","1973 bmw barvaria white norristown pa 3000","0","0"
"209904405070364672","black bmw 5 series 520d sport business edition 2009 cardiff 20 014","0","0"
"209914957960196096","cats bmw one direction shopping x","0","0"
"209918883824537600","bmw 640d f06 gran coupe 2012 pictures","0","0"
"209924197995126784","bmw surprised great offer thank much big discount #happy #minicooper","0","0"
"209934100734291968","dads new bmw car park","0","0"
"209940635485081600","2003 52 bmw 530i sport full service history mot tax hayes 2 295 silver 2003 bmw 530i sport auto","0","0"
"209949024084688897","rt 2013 bmw m5 crashes netherlands video","0","0"
"209957114884538368","ford fiesta gang lool rt nah krept moving like made life even secured bmw yet","0","0"
"209962903032434688","2012 sr bmw z4 spicing everything #autos","0","0"
"209966036190113792","whats choice civic bmw","0","0"
"209970620535029760","joburg city bmw","0","0"
"209984340124372994","brand new m3 heading way beyond awesome ultimate benchmark","0","2"
"210000057079042049","jessica owns bmw 320i yoona owns scirocco r line volkswagen taeyeon owns mercedes benz amg sicachu","0","3"
"210002040070479872","love not require perfect require forgive #bmw #wisdom","0","2"
"210005655560536064","bmw r1150 gs workshop manual repair manual service manual instant download","0","0"
"210021718247489536","rt q know someone bmw tell","0","1"
"210034243932405760","bmw f30 vs f10 real life comparison photos great set real life comparison photos f #bimmerpost","0","0"
"210053084762742785","bmw cufflinks motorcycle keepsake gift cafe caferacerstudio via","0","0"
"210053256733392896","put helmet started bmw","0","0"
"210058537353756673","q1 team uses bmw 320si 2012 #btccquiz ebay motors","0","0"
"210059065831854080","posted 2 photos facebook album bmw e46 330 turbo","0","0"
"210064694575235072","free bmw 1m poster h r get free double sided 2436 full color poster original source","0","0"
"210071666414465024","money not buy happiness better cry bmw bicycle","0","1"
"210072928006574080","english shot day first bmw art car crank piston","0","0"
"210098441970397185","bmw 7 series diesel arrive next year","0","0"
"210100744618119169","pops qt badd ass lady back bmw pole pops said baby yu back pole yu want lmfao","0","0"
"210105865896861696","bmw upon time 1959 note say get open front bonnet seem","0","0"
"210113499513364481","aww well congrats uncle bmw","0","0"
"210114403444596736","bmw m5 m3 s1000rr track","2","14"
"210120306206048258","tom cruise gala week today thx bmw creative artists agency godiva paramount warner bros universal citibank delta #thefriarsclub","0","0"
"210120839553744896","oh noes missing back window bmw z3 raining #notrich #gaycar #homo","0","0"
"210127424619429888","driving bmw #hellyeah hehe","1","1"
"210130087989874688","handling ride quality bmw 1 series compare 3 series #bmw","0","0"
"210138791170674688","bmw roof rack base support system 3 series sedan coupe bmws modular roof rack system designed specifically f","0","0"
"210151227277852672","pretty cool ride die bros #three #black #bmw #car #rideordie #bros #after","0","0"
"210156235281010688","hey lady bmw nordstrom 10 little old kid stroller","0","0"
"210174551823360000","neighbors even bmw motorcycle","1","0"
"210190532092231683","gt 2008 gt bmw gt 3 series gt coupe gt 2dr conv 328i 37673 miles beverly hills","0","0"
"210212749349883905","also basic ass bmw","0","0"
"210216578741047298","got drive audi today yes vroom vroom bmw tried show today dad not smoked yah lol","0","0"
"210224048788094976","bmw black man working","0","0"
"210267002667929602","crooked stick gets pga inspection ahead bmw championship","0","0"
"210269489894408193","#carsfsbo 2003 bmw 325 4dr rear wheel drive sedan blue 6 500 miami 2003 bmw 325 4dr rear #miami #cars","0","0"
"210277836546768897","2011 bmw f800r 2011 bmw f800r f800r generation hottest naked bike sexy lightweight stylish","0","0"
"210308463354585088","no z2 rt report bmw copyrights 2 series x2 m7 m10 etc","0","0"
"210322405221085184","love one day rich famous want sponsor car wink","0","0"
"210353002668761088","#bmwland e60 5 series breaking sport rear bumper good bmw forum stats posted jason 74 wed 06 j","0","0"
"210368169280421889","soshi car listing taeyeon mercedes amg jessica bmw 320i yoona volkswagen r line hyoyeon audi a4l","0","0"
"210368924229963776","good morning good one","0","0"
"210373655404871683","slay vampire power eco friendly chargers global innovation series presented bmw new","0","0"
"210379271603093504","25 years bmw z1 true quantum leap bmw unveiled z1 international mot #cars #bmw","0","0"
"210382999454367744","bol 2003 see spot bmw motorrad france team thevent rider","1","2"
"210384694708154368","last night luke donald officials bmw pga tour conway farms western golf raised bmw","0","2"
"210388830832967680","experience electric mobility pioneering vehicles #bmw i3 #bmw i8 #bmwi #bmw tour starting rome","4","22"
"210396153664118786","step moms bmw aye ha","0","0"
"210397730718220288","bmw cafe racer","0","0"
"210404194144878592","white cars nice mine white gosh white bmw 5 series","0","0"
"210404735197523970","slay vampire power eco friendly chargers global innovation series presented bmw new co","0","0"
"210406794630139904","patent reveals #bmw 7 speed manual transmission design manual bmw fans may hope yet","0","0"
"210407381794955264","congratulations terry collected new #bmw3series titanium silver branch #plymouth","0","0"
"210418173751721984","enthusiastically agree #bmw #electric car sex road previewed #sb12","0","0"
"210419926463283200","omega bmw take gold silver integrating facebook london 2012 olympics sponsorships #facebook","0","1"
"210420396758011904","uwe dreher says bmw going lead sustainable mobility not cars mobility services brand #sb12cons","0","1"
"210423714423111680","rt omega bmw take gold silver integrating facebook london 2012 olympic htt","0","0"
"210430580528132096","another car gone good home bmw z4 got car mind help make dream come true","0","0"
"210432786694279170","minister memphis tried run wife bentley not vehicle bmw shocking #sarcasm #memphis","0","0"
"210453655663554560","bmw picks inrix help drivers figure theyre going","1","1"
"210455528235732993","bmw serie 3 99 01 calaveras tunning envio gratis 3 795 00","0","0"
"210459026297847809","rt omega bmw take gold silver integrating facebook london 2012 olympics sponsorships","0","0"
"210461140214489089","new definemotorsports 1954 bmw 507 prototype #bmw","0","0"
"210477317640814593","#bmw #pimpmy volvo convertible good year round 2012 bmw 328i convertible starting retail pric","0","0"
"210500335972790273","girls status really bye bmw hello audi lmao fuckin hate everyone","4","0"
"210501602660978688","mercedes n bmw even poor expensive wit premium gas lol crazy stuff n gyro mediterranean sandwich lik kebab tink","0","0"
"210506858132287488","bmw way","0","0"
"210509873824276480","new sedan added 2008 bmw 5 series added sedan inventory available purchase n","0","0"
"210516282733367296","audi rt think want bmw car rings trunk lol","0","0"
"210523958309691394","car service oil change 49 field lane bmw 63","0","0"
"210531566785544192","arrived 2009 bmw 750i sport cameras premium sound convenience drivers assistance luxury seating mrsp 96 570","0","0"
"210572826120421376","et bmw s1000rr iwill draging bike friday completely stock except tie front end dow","0","0"
"210572859674865664","bmw m6 competition race jaguar jaguar lost 5 12s haha","0","0"
"210593197888507904","super clean 10 bmw m3 coupe youre approved long beach 55900","0","0"
"210593487287107586","know earned bmw may 45 days promoting 90 day challenge already","0","0"
"210606586094305280","drove bmw 0 sucks tho still no permit license swag points","0","0"
"210621052236210177","bmw benz ornament 1 week provided using truck bed cover state art","0","0"
"210646184493203457","driving audi expect one cliches seems try 95 time audi bmw drivers","0","0"
"210651838423371778","bmw builds three millionth engine car dealer magazine car dealer magazinebmw builds three millionth enginecar","0","0"
"210652463366275073","buy bmw know real","0","0"
"210660327698857984","bmw makes three millionth uk engine rac racbmw makes three millionth uk engineracluxury car maker bmw uk en","0","0"
"210674353472421888","news bmw 3 series achieves 5 stars new bmw 3 series sedan achieved top rating awar #motorcars","0","0"
"210711213020151808","chilling pavarotti bmw #sick","0","0"
"210734508394291203","4 new bmw winners call today 11am est 10 cst 9 mtn team call 805 399 1000 listener 528930","1","15"
"210748970115399681","landlord new bmw yesterday man thang superr nice","0","0"
"210752048759701505","bmw like starter pack car jhb everybody driving including moa","0","0"
"210752614986547200","countdown begins ready #london2012 #bmw","0","0"
"210755230160265218","news mammy told joke difference hedgehog bmw hedgehog pricks outside","10","46"
"210760085025198081","deals chester 63 field lane bmw groupon mycitydeal #bristol #deals #daily #dailydeals","0","0"
"210762438394654721","congrats channa greg williams #1 esm #1 rsm newest bmw earner","0","1"
"210782998520528896","#exoticcars 2005 bmw 645ci sport convertible dallas texas #luxury","0","0"
"210786043589443584","doctors doctors office drive benz lexus bmw","0","0"
"210790759417393152","money cant buy happiness somehow comfortable cry bmw bicycle","46","215"
"210800818864132096","vip waiting room bmw","0","1"
"210801185026867200","reptrack study 2012 bmw worlds reputable company","0","0"
"210810152432058368","#wtf bmw really wanted call phone shit not anonymous","0","0"
"210815965724811265","2008 bmw 528 xi awd navigation low monthly payments entire inventory 25900","0","0"
"210822978622078976","new blog posting bmw genuine factory oem 80210435794 black leather wallet","0","0"
"210830066987446274","not sure feel #bmw m6","0","0"
"210832998814334976","well calling day 13hrs straight bmw paint soft compared resprayed bonnet #nightmare","0","0"
"210835561550843905","price drop david 2001 bmw sedan sale 9 990 #usedcars #used","0","0"
"210836098400796673","bmw motorrad rode best lap free pratice ahead yamaha france gmt 94 yamaha monster yart sert suzuki #8hdoha #ewc","0","2"
"210840917651898368","uploaded video pre owned 2008 bmw 328i lexington ky","0","0"
"210844554117652480","bmw coding diy controlling auto start stop dvd folding mirrors f30 models #bmw","0","0"
"210855786451173378","im sure seen yor bmw episode minder #arthur daly joyridin","0","0"
"210859024458055680","no nuts half apple success due design pay lot genuine bmw not want fake alike","0","0"
"210861125812756481","next car new mustang bmw no time soon though #justsayin","0","0"
"210861952111607808","bmw best global rep google slips sixth","0","4"
"210866158964969473","rt hey bmw #obama2012","0","0"
"210873100563259392","#10thingsimustdobeforeidie buy mommie white bmw","0","0"
"210885998463303680","#breaking 3 found dead inside parked bmw near columbia university","0","14"
"210900162191699968","2012 bmw x5 review big tech roller x5 may coming 5 year upgrade bmw not let","0","0"
"210905374465855491","3 men found shot death inside bmw near columbia university","0","20"
"210914783556419584","bmw driver training registration open aug 18 2012 17 spots left note not bmw register","0","0"
"210921502835613696","gt gt gt rt remember cool iphone short lived","0","0"
"210921785133244416","not happen every day 3 man found shot death inside 2012 bmw 750li near columbia univ","1","6"
"210940893035888640","debt gone earned 2 free trips #bmw 7 mon last time checked not single place work give","2","10"
"210969921876791296","video 2013 bmw m6 setting new standard bmw","0","0"
"210997419712839680","1986 bmw 635 csi cary 4750","0","0"
"211004738798485504","#10thingsimustdobeforeidie drive lamborghini bmw","0","0"
"211006026433036288","california man claims bmw motorcycle gave long lasting erection","0","0"
"211009696457437184","lexus top bmw x3 bottom buy","0","0"
"211016487027212288","kelleners sport ks5 2012 bmw m5 f10 german tuner kelleners sport launches interpretation new f1","0","0"
"211034354774843393","bmw motorrad linea urban life","0","0"
"211041048854659073","zero bmw qualified 45 days mlm superheroes","0","0"
"211049601065684992","bmw carbon ceramic brakes m5 m6 delayed","0","0"
"211051136168366081","bmw rebro","0","0"
"211053103288553472","sale 2010 bmw 328 xi premium","0","0"
"211053870854574083","bmw x1 challenging audi q3 crossover gets music video names like lisa ray gul panag","0","0"
"211062896992595968","#10thingsimustdobeforeidie buy bmw","0","0"
"211070174135189504","haha let think bmw air yeezy easy decision right","0","0"
"211070375428235264","posted review bmw sport r 1200 2006 rating 5 5 bmw via","0","0"
"211072657167355904","bmw k 1600 gtl named 2012 motorcycle year","0","0"
"211076314600443906","zero bmw qualified 45 days mlm superheroes announce another san francisco chronicle pres","0","0"
"211087513358577667","money bmw like help others concerned obesity tired broke want time freedom","0","0"
"211092517184225282","frank ocean previews channel orange #video #frankocean #news #bmw #cleopatra #july17","0","0"
"211094538826170368","lmao pulling projects damn bmw sense make","0","0"
"211097739101093889","bmw m3 e36 bmw difficult second album perilous sequel godfather ii original e30 m3 godfather","0","0"
"211100960322371584","days u wake not feeling well u know nice brotha extends nice compliment parking lot love bmw #smiling","0","0"
"211119184573235200","verizon bmw toyota automakers form 4g alliance number major automakers telecommunications pro","0","0"
"211121818591961088","igbo man accident new bmw x8 alerted police officer nearby said man","0","0"
"211136146309267456","four tail pipes bmw wow badass","0","0"
"211144933397102592","bmw 316i se southall 1 350 4 door saloon metalic gold petrol manual passenger airbag isofix child sea","0","0"
"211145241665871872","two guys arrested car bmw plate #126722 car still near #abusaiba cemetery #selfdetermination","0","18"
"211151405208178688","recently added 2001 bmw 3 series inventory check gt","0","0"
"211154689331441666","bmw roundel logo black beanie brand new official licensed bmw #deal #deals","0","1"
"211167792341327874","still tryna get red bmw owner takin forever email back","0","0"
"211178156491681792","low bmw 3 series e21 stanceworks #everyday youngtimer","0","0"
"211183168659783680","hi tweeters anybody want buy bmw 323 ci excellent condition contact like details","0","0"
"211184737321103360","no camaro racing car range rover bmw nothing infront","0","0"
"211190075348893696","thank vision give us chance change futures #bmw","0","4"
"211191821504749568","girl got one old drop top bmw tried drop got stuck","0","0"
"211194849804824576","bmw 4 series cabriolet spied nurburgring video","0","0"
"211196191982100480","seven speed manual gearbox cards bmw via","0","0"
"211201497785053184","cost replace hoses 1999 bmw 740il","0","0"
"211221219385679873","bmw looks patent seven speed lockout manual transmission","0","0"
"211223735976476672","bmw z4 white wold rowen japan #car","0","0"
"211225740413378560","bmw motorrad france team thevent takes pole position doha ahead monster energy yamaha yart suzuki endurance racing team #8hdoha","0","2"
"211226479055470592","#bmw #e53 #x5 #safety bmw e53 x5 3 0 4 2 4 4 genuine used steering wheel","0","0"
"211226722333499393","brand new bmw totaled","0","0"
"211227431162478593","enjoy #weekend stop #competition #bmw #carshopping service bmw","0","0"
"211227783463047169","new ray nypd bmw r1200 replica motorcycle toy w free b f heart sticker bundle 1 12 scale included free th","0","0"
"211238168576532480","checked bmw","0","0"
"211238353138487296","wake call gearhead style executive stash bikes includes five classic bmw models k1","0","0"
"211257617564184576","u ever get watch red tails u think","0","0"
"211265536405934081","09 12 bmw s1000rr brock generation 3 full exhaust 14 aluminum #motorcycle","0","0"
"211278672961880064","clean aluminum wheels bmw","0","0"
"211281613173178368","nfn put vinyl graphics side new bmw tool told","1","0"
"211284163297423360","tandem way beach #slingshot #pinkslips #bmw #m3 #e90","0","0"
"211293973787066369","#sulitfeeds bmw 320 2008 sport mags best buy","0","0"
"211341939839205376","series 3 lie air series 2 misfits #bmw","0","0"
"211351979098767360","retweet think springboks going win today #sarugby","6","361"
"211380707807870976","xara graphics art gallery bmw vision ace drawing concept come love see","0","0"
"211391680115515392","retweet think springboks going win today #sarugby whoop whoop","0","0"
